,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
11736,semoga koalisi pak pengguna bisa lebih bijak dalam menentukan siapa bakal calon wakil presiden mendampingi play station ke pemilihan presiden 2019 saran saya tidak harus dari partai koalisi bisa dari tokoh lain yang lebih menjual dan memiliki nilai elektoral tinggi ayo saling legowo,0,0,0,0,0,0,0,0,0,0,0,0
11737,rt pengguna pengguna nanti teriak di zalimi korban orang ibadah kok dilarang dasar anti islam,1,0,1,0,0,0,0,0,1,1,0,0
11738,rt pengguna pengguna prabowo mesti tanggung jawab bangun lagi sekolah yang dibakar,1,0,1,0,0,0,0,0,1,1,0,0
11739,pengguna pengguna pengguna memang dibentuk togel untuk digerakan oke cukong penunggang agama bukannn,1,1,0,1,1,0,0,0,0,0,1,0
11740,jika kasus yang menjerat umat islam polisi berlaku cepat giliran sih penista al alquran sepertinya lambat banget penjarakan penjarakan ahok,1,0,0,1,1,0,0,0,0,0,1,0
11741,pengguna hi untuk informasi lebih detail mengenai isu keamanan transaksi tidak dapat di jelaskan karena bersifat confidential,0,0,0,0,0,0,0,0,0,0,0,0
11742,gue benci banget lihat orang koar koar spoiler avenger alah sebelum avenger keluar juga film film yang lain dibegitukan juga tidak pada protes kenapa baru pada protes sekarang,1,1,0,1,0,0,0,0,1,0,1,0
11743,itu artinya menutup hati atas kebenaran sedangkan muslim artinya selamat non muslim tidak selamat orang di luar islam lebih senang di bilang non muslim orang yang tidak selamat ketimbang di bilang orang yang menutup hati,0,0,0,0,0,0,0,0,0,0,0,0
11744,pengguna meja warung tegal mana ganteng begini,0,0,0,0,0,0,0,0,0,0,0,0
11745,pertukaran budaya,0,0,0,0,0,0,0,0,0,0,0,0
11746,pengguna indihome ini memang pernah saking kesal teknisi datang beberapa kali cuma cek pergi tidak solve juga sampai 7 hari akhirnya harus pakai katebelece dari seorang direktur jenderal bakal menulis di koran kompas tidak ada 1 jam langsung beres ngehek,1,1,0,1,0,0,0,0,1,0,1,0
11747,pengguna jika dulu bebas boleh dikawal dengan peraturan dan undang undang jadi budaya baru seperti juga boleh dilaksanakan satu mekanisme yang sesuai bagi mengawalnya kita boleh mengelakkan perkara yang tidak diinginkan berlaku tanpa pembelaan yang sewajarnya,0,0,0,0,0,0,0,0,0,0,0,0
11748,pengguna pengguna setelah mengantar anak sekolah lihat lihat dunia maya eh kok ada kalimat yang pas untuk warung internet makanya langsung aku cc in biar tidak lupa,0,1,0,0,0,0,0,0,0,0,0,0
11749,partai komunis indonesia itu ilusi ancaman nyata bagi negara kesatuan republik indonesia adalah pengguna dan neo orde baru plus front pembela islam huh dan kelompok khilafah pemuja isis waspada,1,0,0,1,1,1,0,0,0,0,1,0
11750,pengguna pengguna pengguna nama cantik mu tak seiring hati busuk mu mengakui ber agama tapi kelakuan lebih bagus penyembah berhala dasar apa kamu sebut saya tunjukan ayat di kitab suci mu adakah manusia harus disebut otak mu dangkal berkedok agama tetapi kelakuan se,1,1,1,0,1,0,0,0,0,1,0,0
11751,pengguna pengguna sebenarnya apa yang anda cari dan anda ingin dapatkan ri rusuh terpecah belah ri perang saudara kalau yang itu anda harapkan anda dapat hasil apa tidak akan juga dapat apapun kecuali sengsara makan susah kemungkinan hidu,0,0,0,0,0,0,0,0,0,0,0,0
11752,di kantor televisi menayangkan berita driver grab yang mengirim death threat ke cewek tuli bundo pakai suara kecil sampai di death threat begitu sial kish kebiasaan kamu berbicara jorok untung kamu mengomongnya pakai suara yang kecil,0,1,0,0,0,0,0,0,0,0,0,0
11753,pengguna pengguna banget kualitas anggota anggota dewan perwakilan rakyat ini low to the max kecewa padamu lah,1,1,0,1,0,0,0,0,1,0,1,0
11754,tidak usah kepedean bilang kamu bisa sembuhkan kamu punya bukan,0,1,0,0,0,0,0,0,0,0,0,0
11755,pengguna pengguna keadilan bilang ke orang lain anti giliran akun media sosialnya diblokir demooooooo nyinyiiiiiir eh impor barang dari cina pula,1,0,1,0,0,0,0,0,1,1,0,0
11756,gue memang sayang sama orang yang jelas jelas tidak sayang dan tidak pernah memikirkan perasaan gue sedikitpun,0,1,0,0,0,0,0,0,0,0,0,0
11757,apa tag sih uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
11758,pengguna kenapa orang baik selalu dikasih cobaan dengan berhubung sama orang yang,0,1,0,0,0,0,0,0,0,0,0,0
11759,pengguna pengguna waspada ulama jabar jangan mau jadi tamen sih ini dia itu muka petruk hati dasamuka,1,1,1,0,0,0,1,0,0,1,0,0
11760,pengguna gentong kosong kan nyaring bunyinya mbak terbuai dengan kata rayuannya syair syairnya yang keluar dari nyanyiannya juga kadang membuai pendengarnya yang belum pasti terbuai,0,1,0,0,0,0,0,0,0,0,0,0
11761,pengguna pengguna pasti bahlul cebong iq dua ratus,1,1,0,1,1,0,0,0,0,0,1,0
11762,siapa yang meninggalkan salat dengan sengaja maka ia terang terangan hari ath thabrani,0,0,0,0,0,0,0,0,0,0,0,0
11763,pengguna pengguna bachtiar mabuk pipis,1,1,1,0,0,0,0,0,1,1,0,0
11764,pengguna pengguna pengguna pada akhirnya para ditemukan,1,1,1,0,0,0,0,0,1,1,0,0
11765,setuju saya dengan low back pain komisi pemelihan umum perlu tetapkan cukup 1 tema saja misalnya 2019 ganti presiden 2019 presiden baru luhut kepada prabowo jika maju tidak usah bawa tema agama,1,0,1,0,0,0,0,0,1,1,0,0
11766,gubernur sumatra selatan alex nurdin sosialisasikan asian games kepada masyarakat se kecamatan sako,0,0,0,0,0,0,0,0,0,0,0,0
11767,kantor gubernur militer sekarang komando resor militer 031 wira bima sumber google kirimkan atau tag,0,0,0,0,0,0,0,0,0,0,0,0
11768,ada solusi mengeblok efektif tidak juga karena besok buat akun baru lagi sambar buang lagi kita harus bisa jaga kedamaian di lapak kita sendiri biar tidak berhamburan media sosial yang memang tidak berguna sama sekali lonceng buat sambar cuitan orang,0,0,0,0,0,0,0,0,0,0,0,0
11769,pengguna batang ah tim kauuu,1,1,1,0,0,0,0,0,1,1,0,0
11770,6 anda akan mendapatkan pesan notifikasi rahasia kamu ditukarkan dengan tiket masuk penukaran hanya bisa dilakukan di stadion mulai 6 jam si di 1 jam sebelum mulai di loket khusus tcash 7 pastikan anda memiliki tcash kamu bisa mengakses diskon diskon khusus sampai 20 tcash hanya bisa digunakan,0,0,0,0,0,0,0,0,0,0,0,0
11771,pengguna he gue langsung unfriend kamu selamanya baru tau rasa,1,1,1,0,0,0,0,0,1,1,0,0
11772,pengguna pengguna pengguna pengguna pengguna ini anak pak mungkin butuh pembinaan kalau tak bisa dibina mohon dibinasakan saja pak,1,1,1,0,0,0,0,0,1,1,0,0
11773,pengguna pengguna iya beda budaya sih sepertinya tapi di jepang juga masih ada yang risih sih sama video musik bikini bikini begitu tapi mereka bikinian jatuhnya tidak sexy malah lucu begitu,0,0,0,0,0,0,0,0,0,0,0,0
11774,gubernur rasa presiden sukses terus ya pak pengguna semoga allah selalu memudahkan segala urusan bapak,0,0,0,0,0,0,0,0,0,0,0,0
11775,pengguna pengguna kalau di thailand ada di indonesia ada dan,1,1,0,1,0,0,0,0,1,0,1,0
11776,pengguna pengguna aku tidak mau taehyung yang ini penggemar berat mbak,0,0,0,0,0,0,0,0,0,0,0,0
11777,perjuangan kalahkan ahok baru awal kita pindah lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
11778,saat ini dengan sadar telah mengabaikan prinsip dasar nasionalisme dan fungsi sosial atas tanah keadilan distribusi tanah,0,0,0,0,0,0,0,0,0,0,0,0
11779,sebenarnya bukan mungkin muka dia tak semulus kakak kakak sekalian mungkin takut takut kalau masuk pekerja watson itu suruh dia pakai produk itu ini calit itu ini kat muka jadi kurang keyakinan diri sebab ingat teruk sangat ke muka dia ada orang yang macam nih jangan,0,0,0,0,0,0,0,0,0,0,0,0
11780,pengguna ketika dilantik bilang saatnya pribumi bangkit tetapi nyatanya malah impor bawang putih dari cina yang notabene waktu kampanye pilihan kepala daerah selalu bilang anti,1,0,1,0,0,0,0,0,1,1,0,0
11781,rt pengguna berarti bapak sama dewan perwakilan rakyat tidak dapat dipercaya dong jadi lebih baik bubarkan saja,1,0,0,1,0,0,0,0,1,0,0,1
11782,gubernur ahok segala lini susehhh dihantam perempuan no uang korupsi no makanya lu pada mengisengi omongan nya,1,0,1,0,0,0,0,0,1,1,0,0
11783,arsenal begitu begitu saja huuuuuuuu,1,1,0,1,0,0,0,0,1,0,1,0
11784,pengguna mungkin kah syiah termasuk juga jin anu yang terlalu alergi dengan islam dan juga kebangkitan islam semoga tidak ikut terbawa dungu dua periode,1,1,0,1,1,0,0,0,0,0,1,0
11785,berkata al habib abdullah bin mukshin al atas keramat bogor orang yang bukan orang yang melihat banyaknya harta akan tetapi yang disebut orang orang yang tak mau melihat ilmu agama,0,0,0,0,0,0,0,0,0,0,0,0
11786,rt pengguna open bo surabaya pengguna masih online saja kamu sempak akun tipu tipu kau,1,1,1,0,0,0,0,0,1,1,0,0
11787,pengguna pengguna yang gambarnya dua ya,0,0,0,0,0,0,0,0,0,0,0,0
11788,rt pengguna boleh meminta maaf tapi proses hukum tetap harus jalan satu ini harus dikasih pelajaran supaya kedepannya dia bi,1,1,1,0,0,0,0,0,1,1,0,0
11789,rt pengguna lahap banget kalau ketemu tidak disunat bahan coli blowjob kulumkan uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
11790,pengguna pengguna wkwk,0,1,0,0,0,0,0,0,0,0,0,0
11791,tomohon juga merupakan pusat pembelajaran agama kristen dan katolik ada tempat khusus untuk berdoa dan meditasi yang disebut bukit kasih sebuah tempat suci yang indah dan tenang tomohon international flower festival,0,0,0,0,0,0,0,0,0,0,0,0
11792,junhoe kenapa sih gue kayak lah anjir ada yang lebih dari gue,0,1,0,0,0,0,0,0,0,0,0,0
11793,pengguna pengguna pengguna katolik nusantara ahahahahhaha pandai sekali ya pemecah belah agama kita ini,1,0,0,1,1,0,0,0,0,0,1,0
11794,aku rasa memang terlalu cepat untuk buat yang kayak beginian di bulan kelima kita tapi aku cuma ingin kamu merasa bahagia saja dapat hadiah hadiah kecil dari aku tidak terlalu mewah karena aku juga bukan miliarder yang punya banyak uang buat belikan kakak,0,0,0,0,0,0,0,0,0,0,0,0
11795,pengguna pengguna pengguna haha susah bicara sama orang belum sudah belum hatinya penuh dengki lagi,1,1,1,0,0,0,0,0,1,1,0,0
11796,pengguna pengguna pengguna pengguna pengguna memang begitu selalu meminta data,1,1,0,1,0,0,0,0,1,0,1,0
11797,apapun motif konflik rohingya yang pasti umat muslim di zalimi titik redbone save rohingya,1,0,0,1,1,0,0,0,0,0,1,0
11798,kh said aqil siroj menerima surat keputusan program doktoral kajian islam nusantara pengguna dari kementerian agama ri,0,0,0,0,0,0,0,0,0,0,0,0
11799,bubarkan komisi pemberantasan korupsi kalau hanya kasus ecek ecek yang di urus,1,0,0,1,0,0,0,0,1,0,0,1
11800,pengguna kalau begitu kenapa izin sekolah swasta tidak keluar pak dedi di purwakarta untuk yang yayasannya kristen khususnya kan hak seluruh rakyat dengan agama apapun salam damai ems,0,0,0,0,0,0,0,0,0,0,0,0
11801,pernah mengukur sendiri enggak kira kira seberapa panjang,0,1,0,0,0,0,0,0,0,0,0,0
11802,pengguna pengguna pengguna pengguna pengguna pengguna pengguna curut kaum takfiri juga ternyata pengguna,1,1,1,0,0,0,0,0,1,1,0,0
11803,om makar om keadilan sosial atau kelebihan sosial bagi seluruh taipan korup siapa yang makar makar itu sendiri lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
11804,presiden joko widodo jokowi meminta agar sistem perizinan berusaha terintegrasi secara online atau online single submission bisa segera diterapkan baik di kementerian di tingkat provinsi di tingkat kabupaten di tingkat kota pengguna,0,0,0,0,0,0,0,0,0,0,0,0
11805,jika allah berkehendak akan klop pasangan pengguna 2019 prabowo anis matta akan bikin lawan kucar kacir siap dukung 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
11806,pengguna sok banget tar juga di save nih sebentar lagi,0,1,0,0,0,0,0,0,0,0,0,0
11807,pengguna pengguna pengguna pengguna ya untung saya happy bukan yang versi gerung gerung,1,1,1,0,0,0,0,0,1,1,0,0
11808,pengguna idih baru tau ini kamu lihat saja ya siap siap timbal baliknya,1,1,1,0,0,0,0,0,1,1,0,0
11809,pengguna cantik banget sip mata kamu begitu ya imut banget,0,0,0,0,0,0,0,0,0,0,0,0
11810,ada sahabatku yang pulang dari papua sebelumnya dia kerja disalah satu kontraktor yang mengerjakan infrastruktur yang sedang dibangun beliau cerita banyak bagaimana jauhnya ketinggalan rakyat kita papua dibanding dengan wilayah lainnya di negeri ini syukurlah pak jokowi jadi presiden,0,0,0,0,0,0,0,0,0,0,0,0
11811,apa sih yang kamu pertimbangkan saat membeli mobil bukan hanya soal harga keamanan dan kenyamanan juga patut diperhatikan lo yuk lihat selengkapnya di sini begitu,0,0,0,0,0,0,0,0,0,0,0,0
11812,pengguna gue tak tau apa muka gue yang begini apa dia yang apa bagaimana masa gue sudah pakai jilbab teman gue first impression nya ke gue gue orang kristen,0,0,0,0,0,0,0,0,0,0,0,0
11813,posting gambar jokowi dan megawati di atas ranjang eko prabowo ditangkap jokowi lagi,1,0,1,0,0,0,0,0,1,1,0,0
11814,yaelah malah di terobos lampu merah kalem bro itu polisi di belakang kita saja menerobos itu mengejar kita,1,1,1,0,0,0,0,0,1,1,0,0
11815,bm warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu 21 4 seba baduy 2018,0,0,0,0,0,0,0,0,0,0,0,0
11816,indonesia kenapa makin jadi ya yang yang lah malah di up sudah tidak menonton televisi masa tidak buka media sosial juga gue,0,1,0,0,0,0,0,0,0,0,0,0
11817,rt pengguna pengguna tidak punya cc tapi jago berutang ribuan triliun mainnya,1,0,1,0,0,0,0,0,1,1,0,0
11818,pengguna tongkol bisa nya cuma menyontek tidak pikir kalau sontekan nya jauh dari standar asli menambah saja gue lihat kelakuan sih kacung cina 2019 ganti kacung 2019 ganti presiden 2019 ganti rezim,1,1,0,1,0,0,0,0,1,0,1,0
11819,indonesia perlu tindakan nyata usir duta besar myanmar untuk indonesia karena biksu buddha dan militer membunuh secara masal genosida etnis rohingya,1,0,1,0,1,1,0,0,0,0,0,1
11820,alah ahok tidak mau remisi saja sampai segitunya di cipinang dong penjaranya adik sayang tidak semua orang berani menghadapi hukum dari awal even itu hasilnya dia bersalah atau tidak tidak usah pura pura tidak perlu diingatkan siapa yang kabur kaburan,1,1,0,1,0,0,0,0,1,0,1,0
11821,rt pengguna pengguna pengguna pengguna benar kamu tidak ada apa apa nya,1,0,1,0,0,0,0,0,1,1,0,0
11822,bukan saja pemilik abu tours itu pendonor dana untuk 212 ternyata pendukung anies sandi rakyat daerah khusus ibukota seharusnya prihatin gubernur mereka berhubungan dengan laknat abu tours yang menelan 96 000 korban dengan total penipuan rp1 8t atau 16 439 tahun menabung rp30rb sehari,0,0,0,0,0,0,0,0,0,0,0,0
11823,pengguna pengguna pengguna mabuk pil pcc,1,0,1,0,0,0,0,0,1,1,0,0
11824,pengguna perasaan sudah sering kena sekakmat kok ya tidak sembuh sembuh ya dana untuk pensiun juga sudah disahkan dewan perwakilan rakyat lo orang itu kan juga orang dewan perwakilan rakyat,0,0,0,0,0,0,0,0,0,0,0,0
11825,ini kok mengenaskan ya bacanya,0,0,0,0,0,0,0,0,0,0,0,0
11826,dengan komunisme nya cina besar dengan kapitalisme nya us besar dengan pancasila indonesia begini begini saja bro,1,0,0,1,0,1,0,0,0,0,1,0
11827,pengguna kamu cuma pandai jilat penguasa sudah pandai pula kamu menantang orang dasar pelacur politik,1,1,1,0,0,0,0,1,0,1,0,0
11828,rt pengguna sari konde perempuan tua nan fasik tak patut di komparasikan dengan cadar kidung mantra tenggelam oleh indahnya azan ib,0,0,0,0,0,0,0,0,0,0,0,0
11829,pengguna kok kamu,1,1,1,0,0,0,0,0,1,1,0,0
11830,sosialisasi keamanan pangan iswi aula gedung badan pengawas obat dan makanan jalan percetakan negara 18042018,0,0,0,0,0,0,0,0,0,0,0,0
11831,belum apa follow twitter lee sung kyung sudah macam paham,0,1,0,0,0,0,0,0,0,0,0,0
11832,pengguna jauh banget morgan mukanya lembut iyaaaaa juni mukanya,1,1,1,0,0,0,1,0,0,1,0,0
11833,pengguna ini ada yang kebelet dua periode kelakuan kayak begini sok 2019 ganti presiden insya allah 2019 prabowo satu,1,0,1,0,0,0,0,0,1,1,0,0
11834,pengguna pengguna pengguna pengguna pengguna akhirnya kata kata ajaib kaum muncul juga,1,1,0,1,0,0,0,0,1,0,1,0
11835,daerah pemilihan sulawesi tenggara saja pasti menang di sana banyak tenaga kerja asing 2019 ganti presiden uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
11836,pengguna harus berapa kali saya bilang saya paham saya kan bilang saya cuma tidak suka kamu memaki orang cuma gara gara mereka ingin orang stop bodyshaming orang lain sebenarnya yang tidak paham itu kamu apa gue by the way mas ini tidak menyambung sa,0,0,0,0,0,0,0,0,0,0,0,0
11837,sudah bingung kali mau pakai cara apa untuk kampanye sampai sampai bikin fitnah yang kayak begituan depresi ya takut kalah iklan ahok jahat,1,0,0,1,0,0,0,0,1,0,1,0
11838,tidak habis pikir deh bagaimana kalau itu bisa masuk rumah tidak berani bayangkan gue kamu berani membayanginya end,0,0,0,0,0,0,0,0,0,0,0,0
11839,pengguna pengguna pengguna kalau dewan perwakilan rakyat bubarkan komisi pemberantasan korupsi,1,1,0,1,0,0,0,0,1,0,0,1
11840,tuan guru bajang diyakini mampu ciptakan pemerintahan yang bersih kami mau tuan guru bajang zainul majdi,0,0,0,0,0,0,0,0,0,0,0,0
11841,pengguna pengguna bu susi memang cuilan bernyawa ini punya pikiran kalau punya dimana letaknya beberapa kali dicari pakai global positioning system dan google map tidak ketemu,1,1,1,0,0,0,0,1,0,1,0,0
11842,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna ya pokoknya kamu juga,0,1,0,0,0,0,0,0,0,0,0,0
11843,pengguna wkwk bagi apa dah sama buat mengincar cowok yang ada kamu pusing sama tugas dan beserta anteknya,0,0,0,0,0,0,0,0,0,0,0,0
11844,semacam hewan ulet putih merubung di sebut set,0,0,0,0,0,0,0,0,0,0,0,0
11845,jangan suka main dengan data ekonomi tidak ada peristiwa ekonomi makro yang tiba tiba tanpa didahului kebijakan sebelumnya,0,0,0,0,0,0,0,0,0,0,0,0
11846,di maroko anies dipanggil super gubernur,0,0,0,0,0,0,0,0,0,0,0,0
11847,seperti pilihan kepala daerah daerah khusus ibukota dinyatakan ahok elektabilitasnya tinggi 80 lebih calon tunggal tidak ada yang bisa yang mengalahkan ahok para cukong lupa media media sosial yang tidak bisa dimonopoli kebenaran nya pengguna maju calon gubernur daerah khusus ibukota 1 lalu elektabilitas ahok tergerus,0,0,0,0,0,0,0,0,0,0,0,0
11848,islam itu indah kristen itu kasih hindu itu cinta dan buddha itu damai semua agama itu sama dan kita harus saling menghormatinya,0,0,0,0,0,0,0,0,0,0,0,0
11849,perang dagang amerika cina lumayan mencurigakan karena merek sepatu amerika yang mahal masih banyak buatan cina jadi sudah beli buatan indonesia saja,0,0,0,0,0,0,0,0,0,0,0,0
11850,kebaikan adalah bahasa yang bisa di dengar oleh mereka yang tuli dan di lihat oleh mereka yang,0,0,0,0,0,0,0,0,0,0,0,0
11851,pengguna pengguna pengguna pengguna naik sambil makan pepaya,0,0,0,0,0,0,0,0,0,0,0,0
11852,muntah muntah usai makan seorang mengaku telat dua bulan,0,0,0,0,0,0,0,0,0,0,0,0
11853,survei khawatir resesi ekonomi konsumen rajin menabung,0,0,0,0,0,0,0,0,0,0,0,0
11854,pengguna tolong sih ini nyanyi mulu meminta disemprot baygon,1,1,1,0,0,0,0,0,1,1,0,0
11855,rt pengguna pengguna tebang pilih pilih ditebang bubarkan saja pengguna dan bentuk lembaga baru yang benar benar independent,1,0,0,1,0,0,0,0,1,0,0,1
11856,bertudung tapi perangai tah pape kalau aku buat salah tegur aku jangan babitkan tudung atau agama aku islam itu sempurna tapi aku tak,0,0,0,0,0,0,0,0,0,0,0,0
11857,festival kebudayaan antara bangsa tawau 2018 mencerminkan keistimewaan dan keunikan sabah dari sudut keberbagaian budaya yang ada di negeri ini ujar ya perdana menteri pengguna ketika melancarkan festival tersebut pada malam tadi,0,0,0,0,0,0,0,0,0,0,0,0
11858,pengguna pak pengguna mudah mudahan anda semakin melihat bahwa muhammad hanya seorang huruf yang biadab,1,1,0,1,1,0,0,0,0,0,1,0
11859,pengguna pengguna soalnya dia kayak bolot om itu kuping nya kotor seperti hatinya,1,1,1,0,0,0,1,0,0,1,0,0
11860,pengguna kamu saja mainan hole baru aku mau cari baru,0,1,0,0,0,0,0,0,0,0,0,0
11861,maju kamu sini,1,1,1,0,0,0,0,0,1,1,0,0
11862,rt pengguna jangan menjahati anak orang baru juga sekali sudah dibeginikan haha memang mau berapa kali kamu menjahati anak orang suparji,0,0,0,0,0,0,0,0,0,0,0,0
11863,ya sudah atuh usir hindu buddha juga saja biar bagaimana pun mereka tidak monoteis atau tanyakan saja dulu deh tau arti kata esa tidak sih,1,0,0,1,1,0,0,0,0,0,0,1
11864,rt pengguna pengguna kata mas budi kumpul orang dalam jumlah besar murah biayanya uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
11865,pengguna pengguna pengguna rakyat cina gue adalah,0,0,0,0,0,0,0,0,0,0,0,0
11866,presiden pengguna menghadiri harlah pergerakan mahasiswa islam indonesia yang ke 58 jaya pergerakan mahasiswa islam indonesia,0,0,0,0,0,0,0,0,0,0,0,0
11867,pengguna baru mantap rejeki bekah buat keluarga daripada cari sampingan jilat jilat penguasa jilat jilat penista agama,1,1,1,0,0,0,0,0,1,1,0,0
11868,rt pengguna tiap hari komen di facebook pakai template yang sama partai komunis indonesia anti islam penjilat cina dan sebagainya,1,0,0,1,0,0,0,0,1,0,1,0
11869,pengguna pengguna pengguna jadi mahasiswa ini bukan aturan bersifat kok tapi bagaimana pendidikan bisa merata saja,0,0,0,0,0,0,0,0,0,0,0,0
11870,pengguna memang sudah seharusnya begitu mbak apa yang digali di tanah nusantara sudah semestinya jadi milik kita semua terjadi karena dulu harto memberikan kebebasan pada untuk mengeruk semuanya tanpa sisa dulu apa yang didapat papua nol papua itu sudah ibarat propinsi terbuang tidak,0,0,0,0,0,0,0,0,0,0,0,0
11871,terus dia memanggil anaknya buat ambil duitnya di tempat sih bapak itu menunggu baru deh duitnya dikasih ke gue padahal sih bapak sehat sehat saja tidak fisik tapi malesnya tidak ketulungan buat sekadar beli saja masih menyuruh anaknya yang turun mungkin sih bapak itu,0,0,0,0,0,0,0,0,0,0,0,0
11872,pengguna untuk di panti kemudian tak bisa terlacak selamanya bahkan kalau ada bom sih bocah tetap tidur nyenyak,0,0,0,0,0,0,0,0,0,0,0,0
11873,saya lihat juga bagus jambanisasi tadi membuat keluarga kurang lebih rp2 juta per tutur presiden seraya menambahkan pembangunan sanitasi baik bagi keluarga dan kesehatan lingkungan di kampung,0,0,0,0,0,0,0,0,0,0,0,0
11874,ih sih merula banget point gue dikurangi 20,1,1,1,0,0,0,0,0,1,1,0,0
11875,pengguna tangannya pun spontan mengangkat penggorengan yang ia bawa kala melihat sosok dihadapannya mengangkat sebuah tongkat rapunzel bermaksud untuk siaga aku rapunzel dan menolongmu untuk apa sikap waspadalah padanya pada orang tidak menu,0,0,0,0,0,0,0,0,0,0,0,0
11876,bila cina bisa maju dengan komunisme,1,0,0,1,0,1,0,0,0,0,1,0
11877,agus silvy tukang fitnah debat final pemilihan kepala daerah jakarta,1,1,0,1,0,0,0,0,1,0,1,0
11878,pengguna salam pak pasek bagaimana sistem pengembangan perkampungan budaya di bali kita sedang advokasi pengalihan hak komunitas rumah adat minangkabau menjadi aset daerah dalam rangka pengembangan wisata,0,0,0,0,0,0,0,0,0,0,0,0
11879,rt pengguna kaum lesbian kalian bela atas nama ham tapi seorang wanita yang memakai cadar kalian cerca atas nama tol,1,1,0,1,0,0,0,0,1,0,1,0
11880,jauhkan prasangka menutupi hati yang,0,0,0,0,0,0,0,0,0,0,0,0
11881,pengguna pengguna politik itu sadis dan karena suka mengancam kalau tidak dituruti,0,0,0,0,0,0,0,0,0,0,0,0
11882,pengguna salah pangkah dapat liberal menentang raja pengampu harbi,1,1,0,1,1,0,0,1,0,0,1,0
11883,pengguna pengguna pengguna yang sok tau itu yang bilang pemerintah hanya kerja sama dengan cina sudah di cap,1,0,1,0,0,0,0,0,1,1,0,0
11884,asyik kutuk kerajaan kata kerajaan tak bantu pelajar tak beri pendidikan percuma dengar apa kata ulama tersohor ge14,0,0,0,0,0,0,0,0,0,0,0,0
11885,lt mengamati rumah besar ini dari luar ia bertanya pada diri sendiri sengaja di pagi yang ini suho tak membawa timnya mereka memiliki porsi tugas masing masing dan suho juga enggan mendengar keluhan keluhan manja itu menyakiti telinganya,0,0,0,0,0,0,0,0,0,0,0,0
11886,jenis pisang varietas baru,0,0,0,0,0,0,0,0,0,0,0,0
11887,setuju turunkan jokowi karena bela dan pro partai komunis indonesia,1,0,1,0,0,1,0,0,0,0,0,1
11888,cak imin the next wakil presiden cak imin adalah representasi dari kaum muda santri dan islam moderatuser,0,0,0,0,0,0,0,0,0,0,0,0
11889,pengguna nanti ketahuan dong siapa yang anaknya pemberontak jaman dulu ketahuan juga dong yang menandatangani kontrak dengan pt freeport jaman dulu ketahuan juga dong siapa yang keturunan tionghoa ketahuan juga dong yang masuk islam karena jadi mantu presiden jaman dulu,1,0,1,0,0,1,0,0,0,1,0,0
11890,resep ganteng mandi di,0,0,0,0,0,0,0,0,0,0,0,0
11891,hanya manusia yang mengaku beragama tapi panduan kitab sucinya fiksi belaka contoh di islam kitab sucinya al qur an sumbernya dari firman firman allah subhanahu wa taala jika al qur an dianggap fiksi lalu al hadis mau dianggap apa oleh sih,1,1,0,1,1,0,0,0,0,0,1,0
11892,lah berat aku sudah turun sial,0,1,0,0,0,0,0,0,0,0,0,0
11893,setelah menteri perekonomian maritim baru suasana lebih tenang sebelumnya tahulah,0,0,0,0,0,0,0,0,0,0,0,0
11894,pengguna allahu akbar itu gue masih main gunung by the way ayo temenannn,0,0,0,0,0,0,0,0,0,0,0,0
11895,pengguna klub yang kena banned,0,0,0,0,0,0,0,0,0,0,0,0
11896,krisis warga venezuela pilih makan daging busuk dan jadi pekerja seks komersial uniform resource locator uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
11897,salat jumat dulu biar ganteng dari kecil gue katolik emak bapak gue tidak mau gue ganteng,0,0,0,0,0,0,0,0,0,0,0,0
11898,pengguna dan setelah bertanya ke teman teman arti dari pendidikan anak aku tau jawabannya pendidikan anak itu adalah wkwk,0,0,0,0,0,0,0,0,0,0,0,0
11899,belum pernah ada yang tak menarik dalam hidup di dalam tampilan seorang yang paling sekalipun ada drama komedi dan tragedi,0,0,0,0,0,0,0,0,0,0,0,0
11900,ahok tidak layak seperti manusia dia lebih tepat seperti yang tidak punya akal pikiran dan jiwa manusiawi,1,1,1,0,0,0,0,0,1,1,0,0
11901,rt rudy goni rt rpgpedia ada dua calon gubernur di jawa tengah tapi pemenangnya hanya 1 ganjar yasin kami ganjar yasin kandang banteng salamnya temannya role playing game namaku rudy temannya ruddy,0,0,0,0,0,0,0,0,0,0,0,0
11902,pengguna pengguna benar benar bebel nih,1,1,0,1,0,0,0,0,1,0,1,0
